제목,아이디,댓글 내용,좋아요 수,라벨,감정
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-yr6se1jn5i,일본이나 북한 스파이 아니냐? 이쯤되면 진짜루 미친거다,4,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-hg4ex4fm8x,틀린거 없어요. 나경원 의.원.님. 화.이.팅.!,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-mq6ol9vs2p,이인영 같이안갔으면 더뻘짓했을듯  감시자로 간거임,9,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-rb8bo2gg9y,오로지 머릿속에는 선거  지들 밥그릇 밖에 없지,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-zi2qt8fn5f,"ㅋㅋ,그럼잘했다고 칭찬해주리도대체 판사는 어떻게 된거니이게 머리좋은게 아니라 완전 돌대가리네!",1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@DH-ln5ql,청화대가 할 일을 니가 왜하냐고.  이건 개인의 의견이지 국회의 의견이 아니잖아,7,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-xw5wu4vq3c,진보든 보수든 미워하진않는데 ㄹㅇ나경원 저 사람은 진짜 심각하다,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-rc8nk3fr5c,어휴~ 구라가 입에서 떨어지지를 않네,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@sonywinds,"그냥 국적을 파, 일본으로 제발",4,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-dp7cs4yn9x,여당뿐만 아니라 다른 야당들도 등 다 돌렸으면 ㄴ답인거지 뭐 ㅋㅋㅋㅋ,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-ce4lz4jj1d,맞는말 했지개쳐맞을 말,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-up4hp5xk2c,총선때 너네 박살나면 볼만하겠다 ㅋㅋㅋㅋㅋㅋ,20,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@nassssim_,....??저건 징역감이야,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@TbalCda,애들은 선거때마다 북한 없으면 어떻게 선거 치를려고 그러지? ㅇ.ㅇ?,3,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@tomboy8144,"그러니, 조선 시대 동서인으로 싸움으로 나라를 망친 인간과 똑 같네.",7,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@yksneeuqeerfyks,더 무서운것은  tk 또 자한당찍을까봐 그게 나씨보다 더  무섭습니다,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@LDH324,진짜 지금 한국에서 가장 욕먹고 있는 1인인데 자살할 생각 1도 없어 보이네 저런 점은 인정한다.,2,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-tp2sk7fn1o,나경원 미국에 강력경고 쇼하지말라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-eb6lq8ge3j,암닭이 울면 나라가 망한다,3,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-sj6mc8yb4s,말이 안나온다..소시오패스같다...참ㅋㅋㄱ,13,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-mw5cp2zv9w,대단한 나경원.ㅋㅋㅋ 뻔뻔한 나경원.존경스럽다.ㅋㅋㅋ,4,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-gv5dn3lw8s,아이고야 어찌 저리 뻔뻔하냐 좋은 집안에 잘나가면 뭐하노 잘한것도 없지만 자기들 이속만 챙길라고 하는구나....,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@sangheonkim8299,저걸 확 그냥....,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-qp2pq7nh7e,정말 추한 정치인의 모델 로 교과서에 실릴여자다  선거에서 누가 느덜을 찍는지 두고보자,22,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-yr7il4pq4v,진짜 나라망신 다시키고있네 매국이 일이다 일이야,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@aaroncho6220,진짜 궁금해서 그러는데 북미회담이랑 뭔 상관이야?,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@goodgood5073,걍 가만히 있어....,8,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@sonikaita6505,네 당신은 다른말이 아닌 틀린말을 한게 맞습니다.,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-hu4un2wc9h,발로차버리고싶다...정말,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@kissme0929,아 진짜... 이 여자는 대체 어느 나라 사람인가? 후...,4,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-oy6ii6yl8x,틀리 말만 골라서 하지,2,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-cptblack,여당이든 야당이든 하튼 조용한날이없네 ㅋㅋㅋㅋㅋㅋㅋㅋ,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-pb7oc8xq8z,나라보다 개인의 권력에 눈멀은 나베,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-bs5iq1ee4l,진짜 개뻔펀하다....,8,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-vf7tt2mb3d,제대로 정신나간 냔이다저런게 판사출신에 국회의원까지 쳐하고있으니 에휴,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@jinnykk1993,헐 ㅋㅋㅋ 너무하네 진짜,5,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-ck4cq6ih4b,옛날마냥 쥐도새도 모르게 끌고가서 요절 내버려야는데 나라가 살기좋아지니   정도껏해야지,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-ls7tl8ph2v,맞는말 했구먼... 쳐 맞는말,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-ox1sb7lp6b,나경원은 그냥 조용히 있었음 좋겠음,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@97sojin,나경원은 대체 누가 뽑아주는건지..다 뽑아도 저 사람은 거르겠고만,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@hyunchoi9812,내가 틀린말 했냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@almondblossom453,지역구 주민들 정신 좀 차리세요,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@evakim6608,머 저런 돌아이 사이코패스 같은 여자가 다 있나요? 언제까지 저런 사람이 정치랍시고 저 자리에 있게 해야 하는지 알고 싶어요. 나라에 해가 되는 짓을 하는 사람은 벌 안줍니까?,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-it5tp5yk5c,진짜 뻔뻔한 국회의원,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-ng3zs4ho4t,대단하다. 대단해. 멋지네요. 18...,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@park7466,이런 여자가 한국당 원내대표정말 나라가걱정입니다,9,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-eb7ls7bs5z,나~~  제발 가만이 있어주세요,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-cp8qd7rr3w,우와.............. 진짜 감탄밖에 안나온다............... ㅁㅊㅅㄲ,5,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@ssong3931,북한이슈 선거에 쓰는건 지들이 더 잘하면서..,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@superduke1290RR,"바미당에서 저러면 혹시나 뭔가 다른 의도가 있으려나 싶은데, 나씨가 저러니 그냥 당리를 위한 헛소리같아보임ㅋ",1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@eunchelkum5803,막장도 이런 막장일줄이야....,2,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-wv4sm6mi9p,아....진짜 여자 이완용.....  네 너님 틀린 말했습니다,14,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@aphextriplet.,틀린 말 했구만 뭘 ㅉ,2,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@haisun7957,북한보고 총을 쏘달고 해라!ㅎㅎㅎ,6,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-on8gi1gh1g,나경원을 국회의원 제명시켜라,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@tytwifif7471,보수야당;;원내대표 입에서;; 안보관련된 문제를 저렇게 선거용으로만 생각하는게 소름인데;;어떻게 저딴생각으로 뻔뻔스럽게 지들 스스로는 보수 우파라고 말하고 다니지;;,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-eh5ok4wc8r,너희에게 나라는 팔아먹으라고 있는거냐?,4,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-tc9fh4oo7o,"어느 정당이 정부를 주도하든 국가의 일을 맡은 이상 국익을 위해서 행동하는 건 당연한건데 뭐하는 짓거리지? 뭐? 북핵포기하란 말이 보여주기식? 북한이 북핵포기 안하면 우리나라에 결국 진정한 평화는 오지 않는데, 북한이 그걸 듣고 수용하든 듣기만 하고 무시하든, 우리나라가 직접 전쟁할 거 아닌이상은 발언을 해서 계속 언지를 해줘야 하는 거 아닌가?",2,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@ykc2186,저 아줌마 물건은 물건일쎄 ㅋㅋㅋ,41,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@Adress212,아들국적은 언제나오나 엄마는 일본인인게 밝혀지긴했네,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-tq3pu4rw2u,니가 맞는 말 하는 날이 오길 바란다. 단 한 번 만이라도....,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-wx7zu7uu3z,"심상정이 이뻐 보일 줄이야,,,",10,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-lc2gt8vw9l,아니 지가무슨 아베처럼 옥수수를 사올수도 있는 능력도 없는데,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-mq8hf9ph5u,북풍질 하던 세력이라 생각이 딱 그 수준,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-xf6tf2ng6w,와우 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-xp5yg2zf6t,근데 저러는디 지지를 해주는 친구들이 있나??,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@beattaesu,매국세력ㅋㅋㅋ근데 왜케 당당한 지 궁금.,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-lc6rz7mc5c,저.....미친,5,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-ug9vf9yl3g,ㅎㅎ 왜 이 아이를 내년에 4월이후 정치판에서 보지 말아야 하는 이유를 우리는 잘 보고 있습니다.,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-hp5lj3vo9d,나경원 국적사항.모든 인적사항 조사해라 우리나라사람이 아니다 절대로. 저건 아니라고.진짜 화가나서 죽겠다..,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@ghdighdi868,미친nyon,29,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-wf6zg6iv1g,저여자는 갈수록 답없어 큰일이야. 창피함도 모르는거같고 얼굴만 들여다봐도 미간이 찌푸려지는게 어후...,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@l7story454,내가 매국노이니 매국말을 했다 근데 이게 잘못된건가? ㅋㅋㅋㅋㅋㅋㅋㅋ,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@hyojunchoi4174,어떻게 보면 대단하다. 짱먹어라  ㅅㅂ,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-ju6fh8rp5w,제발 나의원! 국회어서 사라지면 안됨니까!  제발!,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@anthem08,저정도면 그냥 질병임...환자는 병원으로...,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@pororo5249,아들 잘못한 이슈 화제 전환을 위한 쑈인가... 에효 ㅉㅉㅉ,2,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@enssn_1353,야 정말 야 야,6,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-vr9dd5xl3u,내앞에 있으면 개패듯 패고 내가 징역산다 아마 국민들은 속시원하다고 할거다!,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-ir8ce2ld8l,내가 틀린 말 했나.. 헉..,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-zq8py9li7j,ㅆㄴ,9,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-re8tl4dy1v,나베가 이걸 또?,2,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@estherkim8103,욕도 아깝다,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@SUN.K14,나경원이가 하면 되고  남이 하면 안되는거야 꼴배기도 싫어 어떻게 좀 나경원 파면시킬 법 없을까요?,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@Jin-ro3qq,그야 색깔놀이가 쟤네 주특기에 밥줄인데 입을 안놀리면 이상한 꿍꿍이가 있는 거지. 그냥 무시하면 되는데 뉴스로 나올 정도로 관심 주지 맙시다,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-fs7fg2yz1l,나베는 역시 나베스럽다~근데 나베는 별짓을 다 해도 잘 버티네???,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@jhb3365,아니 쟤네는 왜 세금 먹고있는거임 ?,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-sw9et9yb1w,와.....나경원한테 누가 한국어 가르친거지? 말을 가르쳐 놓으니 자꾸 헛소리를....아닌가 이건 뇌의 문제인가? 누가 저 여자분좀 본인나라로 돌아가게 해주세요. 아무리 봐도 우리나라 사람 아닌것 같아요.,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@kangdeg,등돌렷다 한국당에서,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@hoking8385,핑계라고 된다는게 고작 저거야?에라이 퉤,1,a,-1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-kc1ix1kr2z,이제 삭발해야될타임인듯요 보여줘요 의지를~!!,1,a,1
나경원 _내가 틀린 말 했나_…與 _부끄러운 매국_ (2019.11.28_뉴스데스크_MBC),@user-hh8jr2we7h,다른 사람이 저랬으면 매국으로 정치 못하고 찌그러져 있을텐데 유독ㅇ자한당은ㅇ저런짓해도 별타격 안입는거 같다~~비상식적인 상황인듯,1,a,-1
